Voltage,AC_Geyser_Load,Fridge_WashingMachine_Load,Microwave_Oven_Load,Fan_Light_Load,AC_Current,Fridge_Current,Fan_Current
244.12,0.0,0.0,0.0,33.03,0.0,0.0,8.55
244.14,0.0,0.0,0.0,31.57,0.0,0.0,8.17
244.0,0.0,0.0,0.0,31.13,0.0,0.0,8.06
243.69,0.0,0.0,0.0,30.7,0.0,0.0,7.96
244.01,0.0,0.0,0.0,30.2,0.0,0.0,7.82
244.44,0.0,0.0,0.0,30.27,0.0,0.0,7.82
244.37,0.0,0.0,0.0,30.27,0.0,0.0,7.82
244.84,0.0,0.0,0.0,30.27,0.0,0.0,7.81
245.58,0.0,0.0,0.0,30.4,0.0,0.0,7.82
245.54,0.0,0.0,0.0,30.5,0.0,0.0,7.85
245.73,0.0,0.0,0.0,30.53,0.0,0.0,7.85
245.41,0.0,0.0,0.0,30.47,0.0,0.0,7.84
246.2,0.0,0.0,0.0,29.73,0.0,0.0,7.63
246.02,0.0,0.0,0.0,29.13,0.0,0.0,7.48
244.92,0.0,0.0,0.0,29.63,0.0,0.0,7.64
245.21,0.0,0.0,0.0,30.83,0.0,0.0,7.94
245.44,0.0,0.0,0.0,31.27,0.0,0.0,8.05
245.33,0.0,0.0,0.0,31.23,0.0,0.0,8.04
245.99,0.0,0.0,0.0,31.53,0.0,0.0,8.1
245.43,0.0,0.0,0.0,32.6,0.0,0.0,8.39
245.1,0.0,0.0,0.0,32.57,0.0,0.0,8.39
244.54,0.0,0.0,0.0,31.27,0.0,0.0,8.08
244.45,0.0,0.0,0.0,29.9,0.0,0.0,7.73
244.16,0.0,0.0,0.0,29.7,0.0,0.0,7.68
244.6,0.0,0.0,0.0,29.63,0.0,0.0,7.65
244.43,0.0,0.0,0.0,31.2,0.0,0.0,8.06
243.8,0.0,0.0,0.0,28.9,0.0,0.0,7.49
245.75,0.0,0.0,0.0,21.13,0.0,0.0,5.43
245.69,0.0,0.0,0.0,20.5,0.0,0.0,5.27
245.95,0.0,0.0,0.0,20.0,0.0,0.0,5.14
245.85,0.0,0.0,0.0,19.9,0.0,0.0,5.11
245.27,0.0,0.0,0.0,19.9,0.0,0.0,5.12
244.67,0.0,0.0,0.0,20.47,0.0,0.0,5.28
245.22,0.0,0.0,0.0,21.07,0.0,0.0,5.43
245.56,0.0,0.0,0.0,21.03,0.0,0.0,5.41
243.82,0.0,0.0,0.0,20.7,0.0,0.0,5.36
243.06,0.0,0.0,0.0,20.63,0.0,0.0,5.36
243.31,0.0,0.0,0.0,22.27,0.0,0.0,5.78
244.44,0.0,0.0,0.0,20.3,0.0,0.0,5.25
244.19,0.0,0.0,0.0,19.37,0.0,0.0,5.01
243.79,0.0,0.0,0.0,19.1,0.0,0.0,4.95
242.99,0.0,0.0,0.0,18.87,0.0,0.0,4.9
243.72,0.0,0.0,0.0,18.97,0.0,0.0,4.92
244.1,0.0,0.0,0.0,18.1,0.0,0.0,4.68
244.49,0.0,0.0,0.0,17.87,0.0,0.0,4.62
244.6,0.0,0.0,0.0,18.0,0.0,0.0,4.65
244.01,0.0,0.0,0.0,18.0,0.0,0.0,4.66
244.21,0.0,0.0,0.0,20.93,0.0,0.0,5.41
243.97,0.0,0.0,0.0,25.2,0.0,0.0,6.52
242.99,0.0,0.0,0.0,25.2,0.0,0.0,6.55
243.31,0.0,0.0,0.0,25.2,0.0,0.0,6.54
243.69,0.0,0.0,0.0,25.4,0.0,0.0,6.58
243.11,0.0,0.0,0.0,21.63,0.0,0.0,5.62
243.41,0.0,0.0,0.0,22.1,0.0,0.0,5.73
244.01,0.0,0.0,0.0,22.77,0.0,0.0,5.89
243.72,0.0,0.0,0.0,21.07,0.0,0.0,5.46
242.4,0.0,0.0,0.0,20.7,0.0,0.0,5.39
243.01,0.0,0.0,0.0,20.73,0.0,0.0,5.39
242.92,0.0,0.0,0.0,20.73,0.0,0.0,5.39
241.74,0.0,0.0,0.0,20.57,0.0,0.0,5.37
241.95,0.0,0.0,0.0,21.53,0.0,0.0,5.62
241.36,0.0,0.0,0.0,27.2,0.0,0.0,7.12
241.26,0.0,0.0,0.0,28.33,0.0,0.0,7.42
240.97,0.0,0.0,0.0,28.13,0.0,0.0,7.37
241.22,0.0,0.0,0.0,28.03,0.0,0.0,7.34
242.81,0.0,0.0,0.0,27.03,0.0,0.0,7.03
243.07,0.0,0.0,0.0,26.9,0.0,0.0,6.99
241.91,0.0,0.0,0.0,31.3,0.0,0.0,8.17
241.73,0.0,0.0,0.0,31.93,0.0,0.0,8.34
241.59,0.0,0.0,0.0,31.87,0.0,0.0,8.33
241.37,0.0,0.0,0.0,31.7,0.0,0.0,8.29
241.16,0.0,0.0,0.0,32.67,0.0,0.0,8.56
241.96,0.0,0.0,0.0,33.07,0.0,0.0,8.63
242.62,0.0,0.0,0.0,33.2,0.0,0.0,8.64
242.48,0.0,0.0,0.0,33.13,0.0,0.0,8.63
242.18,0.0,0.0,0.0,33.17,0.0,0.0,8.65
241.69,0.0,0.0,0.0,33.07,0.0,0.0,8.64
241.57,0.0,0.0,0.0,33.0,0.0,0.0,8.63
241.7,0.0,0.0,0.0,33.0,0.0,0.0,8.62
241.62,0.0,0.0,0.0,32.97,0.0,0.0,8.62
241.21,0.0,0.0,0.0,32.2,0.0,0.0,8.43
241.25,0.0,0.0,0.0,34.43,0.0,0.0,9.01
242.27,0.0,0.0,0.0,35.03,0.0,0.0,9.13
243.09,0.0,0.0,0.0,35.17,0.0,0.0,9.14
242.71,0.0,0.0,0.0,35.07,0.0,0.0,9.13
242.32,0.0,0.0,0.0,34.93,0.0,0.0,9.1
242.7,0.0,0.0,0.0,33.27,0.0,0.0,8.66
242.33,0.0,0.0,0.0,34.37,0.0,0.0,8.96
242.93,0.0,0.0,0.0,35.2,0.0,0.0,9.15
242.86,0.0,0.0,0.0,35.1,0.0,0.0,9.13
242.85,0.0,0.0,0.0,35.07,0.0,0.0,9.12
243.01,0.0,0.0,0.0,35.03,0.0,0.0,9.11
242.7,0.0,0.0,0.0,34.87,0.0,0.0,9.07
241.41,0.0,0.0,0.0,34.57,0.0,0.0,9.04
240.1,0.0,0.0,0.0,34.23,0.0,0.0,9.01
239.95,0.0,0.0,0.0,34.87,0.0,0.0,9.18
240.59,0.0,1.0,0.0,32.5,0.0,0.29,8.53
241.97,0.0,1.0,0.0,29.83,0.0,0.29,7.79
242.31,0.0,2.0,0.0,28.83,0.0,0.58,7.52
242.03,0.0,1.0,0.0,29.8,0.0,0.29,7.78
241.73,0.0,1.0,0.0,29.17,0.0,0.29,7.62
242.4,0.0,2.0,0.0,27.37,0.0,0.58,7.13
243.4,0.0,1.0,0.0,28.53,0.0,0.29,7.4
242.06,0.0,2.0,0.0,27.3,0.0,0.58,7.12
241.53,0.0,1.0,0.0,28.2,0.0,0.29,7.37
241.86,0.0,1.0,0.0,30.1,0.0,0.29,7.86
241.55,0.0,2.0,0.0,27.23,0.0,0.58,7.12
241.43,0.0,1.0,0.0,28.27,0.0,0.29,7.39
241.09,0.0,2.0,0.0,27.2,0.0,0.59,7.13
241.45,0.0,1.0,0.0,28.23,0.0,0.29,7.39
241.24,0.0,1.0,0.0,28.17,0.0,0.29,7.37
241.18,0.0,2.0,0.0,27.1,0.0,0.59,7.1
241.08,0.0,1.0,0.0,28.93,0.0,0.29,7.58
241.8,0.0,1.0,0.0,28.93,0.0,0.29,7.56
241.65,0.0,1.0,0.0,30.23,0.0,0.29,7.9
241.67,0.0,2.0,0.0,28.33,0.0,0.58,7.4
242.66,0.0,1.0,0.0,30.7,0.0,0.29,7.99
244.33,0.0,1.0,0.0,31.7,0.0,0.29,8.19
244.19,0.0,1.0,0.0,29.73,0.0,0.29,7.69
244.45,0.0,2.0,0.0,28.73,0.0,0.58,7.42
244.25,0.0,1.0,0.0,32.87,0.0,0.29,8.5
245.39,0.0,1.0,0.0,29.53,0.0,0.29,7.6
245.75,0.0,1.0,0.0,29.0,0.0,0.29,7.45
245.49,0.0,0.0,0.0,31.4,0.0,0.0,8.08
245.35,0.0,0.0,0.0,31.33,0.0,0.0,8.07
244.25,0.0,0.0,0.0,31.07,0.0,0.0,8.03
243.6,0.0,0.0,0.0,29.97,0.0,0.0,7.77
244.39,0.0,0.0,0.0,30.1,0.0,0.0,7.78
244.27,0.0,0.0,0.0,29.93,0.0,0.0,7.74
245.56,0.0,0.0,0.0,30.13,0.0,0.0,7.75
245.67,0.0,0.0,0.0,31.1,0.0,0.0,8.0
245.46,0.0,0.0,0.0,31.97,0.0,0.0,8.23
244.88,0.0,0.0,0.0,32.5,0.0,0.0,8.38
243.89,0.0,0.0,0.0,31.73,0.0,0.0,8.22
243.21,0.0,0.0,0.0,26.07,0.0,0.0,6.77
242.64,0.0,0.0,0.0,25.13,0.0,0.0,6.54
242.24,0.0,0.0,0.0,25.3,0.0,0.0,6.6
242.6,0.0,0.0,0.0,25.47,0.0,0.0,6.63
243.44,0.0,0.0,0.0,25.7,0.0,0.0,6.67
244.18,0.0,0.0,0.0,34.7,0.0,0.0,8.98
244.55,0.0,0.0,0.0,34.93,0.0,0.0,9.02
244.01,0.0,0.0,0.0,33.73,0.0,0.0,8.73
244.17,0.0,0.0,0.0,33.83,0.0,0.0,8.75
244.59,0.0,0.0,0.0,33.97,0.0,0.0,8.77
244.41,0.0,0.0,0.0,33.63,0.0,0.0,8.69
243.12,12.0,0.0,0.0,36.43,3.29,0.0,9.46
243.06,18.0,0.0,0.0,36.03,4.94,0.0,9.36
243.54,19.0,0.0,0.0,33.03,5.2,0.0,8.57
243.25,18.0,0.0,0.0,33.73,4.93,0.0,8.76
242.78,19.0,0.0,0.0,28.5,5.22,0.0,7.41
242.7,18.0,0.0,0.0,31.4,4.94,0.0,8.17
242.26,18.0,0.0,0.0,34.1,4.95,0.0,8.89
241.78,18.0,0.0,0.0,34.17,4.96,0.0,8.93
240.81,17.0,0.0,0.0,35.6,4.71,0.0,9.34
241.07,18.0,0.0,0.0,34.17,4.98,0.0,8.95
241.58,18.0,0.0,0.0,30.53,4.97,0.0,7.98
242.41,18.0,0.0,0.0,27.87,4.95,0.0,7.26
242.38,18.0,0.0,0.0,30.6,4.95,0.0,7.97
242.1,18.0,0.0,0.0,31.6,4.96,0.0,8.24
242.71,18.0,0.0,0.0,26.9,4.94,0.0,7.0
242.38,18.0,0.0,0.0,25.4,4.95,0.0,6.62
242.3,18.0,0.0,0.0,22.53,4.95,0.0,5.87
241.79,18.0,0.0,0.0,22.17,4.96,0.0,5.79
241.74,18.0,0.0,0.0,22.1,4.96,0.0,5.77
241.64,18.0,0.0,0.0,22.47,4.97,0.0,5.87
241.63,18.0,0.0,0.0,22.7,4.97,0.0,5.93
241.8,18.0,0.0,0.0,20.9,4.96,0.0,5.46
241.2,17.0,0.0,0.0,21.87,4.7,0.0,5.73
241.29,18.0,0.0,0.0,21.03,4.97,0.0,5.51
240.8,18.0,0.0,1.0,24.47,4.98,0.0,6.42
238.11,17.0,0.0,40.0,21.7,4.76,0.0,5.76
236.93,18.0,0.0,38.0,31.53,5.06,0.0,8.41
236.92,17.0,0.0,38.0,34.0,4.78,0.0,9.06
237.15,17.0,0.0,38.0,34.1,4.78,0.0,9.08
238.44,17.0,0.0,39.0,34.0,4.75,0.0,9.01
238.88,18.0,0.0,39.0,32.97,5.02,0.0,8.72
238.87,17.0,0.0,39.0,23.17,4.74,0.0,6.13
237.95,18.0,0.0,39.0,29.67,5.04,0.0,7.87
237.74,17.0,0.0,38.0,37.3,4.77,0.0,9.91
237.0,17.0,0.0,39.0,30.23,4.78,0.0,8.06
237.15,17.0,0.0,38.0,33.03,4.78,0.0,8.8
238.1,18.0,0.0,39.0,23.3,5.04,0.0,6.18
238.02,17.0,0.0,38.0,29.2,4.76,0.0,7.75
237.63,17.0,0.0,39.0,27.3,4.77,0.0,7.26
237.81,18.0,0.0,39.0,16.83,5.05,0.0,4.47
237.06,17.0,0.0,38.0,28.07,4.78,0.0,7.48
237.35,17.0,0.0,38.0,23.77,4.77,0.0,6.32
237.67,18.0,0.0,39.0,26.37,5.05,0.0,7.01
240.52,17.0,0.0,10.0,29.23,4.71,0.0,7.68
240.81,18.0,0.0,9.0,25.07,4.98,0.0,6.57
238.36,17.0,0.0,39.0,34.9,4.75,0.0,9.25
239.73,18.0,0.0,39.0,20.8,5.01,0.0,5.48
238.9,17.0,0.0,39.0,28.07,4.74,0.0,7.42
238.33,18.0,0.0,39.0,22.33,5.04,0.0,5.92
239.53,17.0,0.0,24.0,18.57,4.73,0.0,4.9
239.75,18.0,0.0,1.0,35.13,5.01,0.0,9.26
240.66,18.0,0.0,1.0,17.43,4.99,0.0,4.58
240.14,17.0,0.0,1.0,22.33,4.72,0.0,5.87
239.41,18.0,0.0,14.0,24.53,5.01,0.0,6.47
240.42,18.0,0.0,40.0,14.37,4.99,0.0,3.77
240.21,9.0,0.0,39.0,22.73,2.5,0.0,5.98
241.55,0.0,0.0,20.0,18.6,0.0,0.0,4.86
242.69,0.0,0.0,1.0,15.4,0.0,0.0,4.01
242.57,0.0,0.0,3.0,26.3,0.0,0.0,6.85
242.98,0.0,0.0,10.0,13.67,0.0,0.0,3.55
243.63,0.0,0.0,0.0,19.87,0.0,0.0,5.15
244.49,0.0,0.0,0.0,18.93,0.0,0.0,4.89
242.03,0.0,0.0,39.0,19.0,0.0,0.0,4.96
240.27,0.0,0.0,39.0,29.5,0.0,0.0,7.75
240.42,0.0,0.0,40.0,16.43,0.0,0.0,4.32
240.02,0.0,0.0,39.0,18.97,0.0,0.0,4.99
239.66,0.0,0.0,39.0,18.27,0.0,0.0,4.81
240.68,0.0,0.0,40.0,11.9,0.0,0.0,3.12
239.27,0.0,0.0,39.0,33.43,0.0,0.0,8.83
239.4,0.0,0.0,39.0,19.9,0.0,0.0,5.25
239.54,0.0,0.0,39.0,14.53,0.0,0.0,3.83
238.27,0.0,0.0,38.0,22.87,0.0,0.0,6.06
239.74,0.0,0.0,40.0,11.47,0.0,0.0,3.02
239.99,0.0,0.0,38.0,15.47,0.0,0.0,4.07
242.16,0.0,0.0,1.0,19.9,0.0,0.0,5.19
242.81,0.0,0.0,1.0,12.43,0.0,0.0,3.23
241.56,0.0,0.0,9.0,20.47,0.0,0.0,5.35
239.14,0.0,0.0,39.0,17.73,0.0,0.0,4.68
239.26,0.0,0.0,38.0,13.23,0.0,0.0,3.49
238.76,0.0,0.0,36.0,18.83,0.0,0.0,4.98
241.69,0.0,0.0,1.0,17.27,0.0,0.0,4.51
242.03,0.0,0.0,1.0,21.83,0.0,0.0,5.7
242.51,0.0,0.0,1.0,28.87,0.0,0.0,7.52
243.42,0.0,0.0,1.0,19.67,0.0,0.0,5.1
243.38,0.0,0.0,1.0,24.77,0.0,0.0,6.43
243.39,0.0,0.0,2.0,25.13,0.0,0.0,6.52
242.35,0.0,0.0,12.0,26.7,0.0,0.0,6.96
240.58,0.0,0.0,40.0,23.5,0.0,0.0,6.17
241.66,0.0,0.0,39.0,24.8,0.0,0.0,6.48
243.06,0.0,0.0,14.0,21.63,0.0,0.0,5.62
243.63,0.0,0.0,1.0,25.47,0.0,0.0,6.6
244.9,0.0,0.0,1.0,24.13,0.0,0.0,6.22
242.29,0.0,0.0,30.0,22.13,0.0,0.0,5.77
241.3,0.0,0.0,40.0,18.63,0.0,0.0,4.88
242.32,0.0,0.0,39.0,19.47,0.0,0.0,5.07
242.75,0.0,0.0,41.0,17.63,0.0,0.0,4.59
242.59,0.0,0.0,40.0,23.1,0.0,0.0,6.01
243.07,0.0,0.0,17.0,19.67,0.0,0.0,5.11
242.68,0.0,0.0,1.0,18.07,0.0,0.0,4.7
243.72,0.0,0.0,0.0,18.33,0.0,0.0,4.75
244.56,0.0,0.0,0.0,17.73,0.0,0.0,4.58
244.54,0.0,0.0,0.0,18.17,0.0,0.0,4.69
244.02,0.0,0.0,0.0,23.67,0.0,0.0,6.13
245.12,0.0,0.0,0.0,17.27,0.0,0.0,4.45
244.82,0.0,0.0,0.0,17.27,0.0,0.0,4.45
244.67,0.0,0.0,0.0,17.5,0.0,0.0,4.52
244.65,0.0,0.0,0.0,20.2,0.0,0.0,5.21
243.98,0.0,1.0,0.0,23.63,0.0,0.29,6.12
244.16,0.0,2.0,0.0,17.0,0.0,0.58,4.4
244.95,0.0,1.0,1.0,17.07,0.0,0.29,4.4
244.99,0.0,1.0,0.0,35.47,0.0,0.29,9.14
245.73,0.0,2.0,1.0,21.63,0.0,0.57,5.56
246.0,0.0,1.0,0.0,17.77,0.0,0.29,4.56
245.44,0.0,2.0,0.0,16.53,0.0,0.58,4.25
244.93,0.0,1.0,0.0,17.4,0.0,0.29,4.49
244.99,0.0,1.0,0.0,25.87,0.0,0.29,6.67
244.33,0.0,2.0,0.0,18.1,0.0,0.58,4.68
244.85,0.0,1.0,0.0,19.1,0.0,0.29,4.93
245.02,0.0,2.0,0.0,19.0,0.0,0.58,4.9
244.16,0.0,1.0,0.0,23.57,0.0,0.29,6.1
243.6,0.0,1.0,0.0,18.8,0.0,0.29,4.87
243.66,0.0,2.0,0.0,17.77,0.0,0.58,4.61
241.87,0.0,1.0,0.0,23.1,0.0,0.29,6.03
242.33,0.0,1.0,0.0,18.53,0.0,0.29,4.83
241.58,0.0,2.0,0.0,17.43,0.0,0.58,4.56
242.0,0.0,1.0,0.0,23.03,0.0,0.29,6.01
241.91,0.0,1.0,0.0,18.43,0.0,0.29,4.81
243.21,0.0,1.0,0.0,15.07,0.0,0.29,3.91
243.58,0.0,2.0,0.0,17.8,0.0,0.58,4.62
243.82,0.0,1.0,0.0,13.03,0.0,0.29,3.38
243.11,0.0,1.0,0.0,13.87,0.0,0.29,3.6
243.41,0.0,1.0,0.0,15.27,0.0,0.29,3.96
241.42,0.0,1.0,20.0,22.27,0.0,0.29,5.83
240.09,0.0,0.0,41.0,13.8,0.0,0.0,3.63
238.53,0.0,0.0,53.0,16.57,0.0,0.0,4.39
236.08,0.0,0.0,76.0,16.07,0.0,0.0,4.3
235.83,0.0,0.0,75.0,19.1,0.0,0.0,5.12
236.36,0.0,0.0,75.0,19.57,0.0,0.0,5.23
237.46,0.0,0.0,76.0,18.9,0.0,0.0,5.03
237.76,0.0,0.0,77.0,18.13,0.0,0.0,4.82
238.78,0.0,0.0,77.0,19.0,0.0,0.0,5.03
238.71,0.0,0.0,74.0,16.27,0.0,0.0,4.3
240.52,0.0,0.0,38.0,18.87,0.0,0.0,4.95
240.35,0.0,0.0,39.0,17.83,0.0,0.0,4.69
239.37,0.0,0.0,38.0,18.33,0.0,0.0,4.84
240.56,0.0,0.0,24.0,15.87,0.0,0.0,4.17
241.38,0.0,0.0,1.0,17.7,0.0,0.0,4.63
242.15,0.0,0.0,1.0,14.5,0.0,0.0,3.78
242.01,0.0,0.0,14.0,14.77,0.0,0.0,3.85
240.92,0.0,0.0,39.0,12.8,0.0,0.0,3.36
242.13,0.0,0.0,30.0,11.27,0.0,0.0,2.94
243.7,0.0,0.0,1.0,14.2,0.0,0.0,3.68
243.01,0.0,0.0,1.0,14.53,0.0,0.0,3.78
242.11,0.0,0.0,16.0,16.83,0.0,0.0,4.39
240.96,0.0,0.0,39.0,14.2,0.0,0.0,3.72
241.17,0.0,0.0,39.0,14.4,0.0,0.0,3.77
241.03,0.0,0.0,39.0,14.27,0.0,0.0,3.74
241.72,0.0,0.0,39.0,14.4,0.0,0.0,3.76
241.79,0.0,0.0,39.0,14.37,0.0,0.0,3.75
241.22,0.0,0.0,39.0,14.07,0.0,0.0,3.68
241.36,0.0,0.0,37.0,12.07,0.0,0.0,3.16
244.65,0.0,0.0,0.0,14.77,0.0,0.0,3.81
245.52,0.0,0.0,0.0,14.6,0.0,0.0,3.76
245.58,0.0,0.0,1.0,14.8,0.0,0.0,3.81
245.56,0.0,0.0,0.0,18.37,0.0,0.0,4.72
244.79,0.0,0.0,0.0,21.57,0.0,0.0,5.56
243.48,0.0,0.0,0.0,48.7,0.0,0.0,12.63
244.65,0.0,0.0,0.0,31.37,0.0,0.0,8.1
244.81,0.0,0.0,0.0,24.5,0.0,0.0,6.32
244.38,0.0,0.0,0.0,24.63,0.0,0.0,6.37
244.76,0.0,0.0,0.0,24.57,0.0,0.0,6.34
244.54,0.0,0.0,0.0,24.57,0.0,0.0,6.34
244.72,0.0,0.0,0.0,32.5,0.0,0.0,8.39
245.31,0.0,0.0,0.0,29.6,0.0,0.0,7.62
246.91,0.0,0.0,0.0,16.43,0.0,0.0,4.2
247.22,0.0,0.0,0.0,16.5,0.0,0.0,4.22
245.73,0.0,0.0,0.0,42.3,0.0,0.0,10.87
247.03,0.0,0.0,0.0,19.77,0.0,0.0,5.05
247.2,0.0,0.0,0.0,23.3,0.0,0.0,5.95
247.04,0.0,0.0,0.0,21.6,0.0,0.0,5.52
247.17,0.0,0.0,0.0,15.17,0.0,0.0,3.88
246.31,0.0,0.0,0.0,15.07,0.0,0.0,3.86
247.16,0.0,0.0,0.0,15.17,0.0,0.0,3.88
246.67,0.0,0.0,0.0,15.07,0.0,0.0,3.86
245.71,0.0,0.0,0.0,15.0,0.0,0.0,3.86
246.35,0.0,0.0,0.0,15.03,0.0,0.0,3.85
246.06,0.0,0.0,0.0,18.23,0.0,0.0,4.68
246.42,0.0,0.0,0.0,20.1,0.0,0.0,5.15
245.06,0.0,0.0,0.0,41.2,0.0,0.0,10.62
246.13,0.0,0.0,0.0,16.93,0.0,0.0,4.35
245.79,0.0,0.0,0.0,16.7,0.0,0.0,4.29
246.01,0.0,0.0,0.0,16.7,0.0,0.0,4.29
245.75,0.0,0.0,0.0,16.63,0.0,0.0,4.27
246.61,0.0,0.0,0.0,16.7,0.0,0.0,4.28
246.67,0.0,0.0,0.0,16.67,0.0,0.0,4.27
247.15,0.0,0.0,0.0,16.67,0.0,0.0,4.26
247.56,0.0,0.0,0.0,16.7,0.0,0.0,4.26
247.39,0.0,0.0,0.0,16.73,0.0,0.0,4.27
247.24,0.0,0.0,0.0,16.7,0.0,0.0,4.27
246.21,0.0,0.0,0.0,17.77,0.0,0.0,4.56
246.06,0.0,0.0,0.0,25.7,0.0,0.0,6.6
246.73,0.0,0.0,0.0,16.27,0.0,0.0,4.16
246.39,0.0,0.0,0.0,16.2,0.0,0.0,4.15
245.08,13.0,0.0,0.0,18.2,3.54,0.0,4.69
245.49,19.0,0.0,0.0,16.63,5.16,0.0,4.28
245.56,19.0,0.0,1.0,16.7,5.16,0.0,4.3
244.75,18.0,0.0,8.0,19.07,4.9,0.0,4.92
241.88,18.0,0.0,40.0,15.53,4.96,0.0,4.06
242.11,18.0,0.0,39.0,20.97,4.96,0.0,5.47
243.22,19.0,0.0,40.0,15.0,5.21,0.0,3.9
243.5,18.0,0.0,39.0,16.9,4.93,0.0,4.38
243.53,18.0,0.0,40.0,15.0,4.93,0.0,3.89
243.95,18.0,0.0,40.0,14.87,4.92,0.0,3.85
244.06,18.0,0.0,39.0,16.07,4.92,0.0,4.16
246.8,19.0,0.0,9.0,12.2,5.13,0.0,3.12
246.01,19.0,0.0,1.0,10.53,5.15,0.0,2.7
246.08,18.0,0.0,2.0,9.87,4.88,0.0,2.53
245.9,19.0,0.0,1.0,10.03,5.15,0.0,2.58
244.63,18.0,0.0,1.0,10.07,4.91,0.0,2.6
244.33,18.0,0.0,1.0,10.5,4.91,0.0,2.71
244.17,19.0,0.0,9.0,11.4,5.19,0.0,2.95
242.46,18.0,0.0,39.0,10.6,4.95,0.0,2.76
242.92,18.0,0.0,37.0,7.43,4.94,0.0,1.93
245.47,18.0,0.0,1.0,13.13,4.89,0.0,3.38
246.24,19.0,0.0,0.0,14.47,5.14,0.0,3.71
245.78,18.0,0.0,11.0,16.53,4.88,0.0,4.25
244.75,18.0,0.0,40.0,14.2,4.9,0.0,3.66
244.59,19.0,0.0,40.0,13.23,5.18,0.0,3.42
243.8,18.0,0.0,40.0,13.57,4.92,0.0,3.51
243.62,18.0,0.0,39.0,12.4,4.93,0.0,3.21
243.42,18.0,0.0,40.0,11.23,4.93,0.0,2.91
243.57,18.0,0.0,39.0,12.27,4.93,0.0,3.18
245.01,19.0,0.0,24.0,8.23,5.17,0.0,2.12
246.27,18.0,0.0,0.0,12.73,4.87,0.0,3.27
246.5,19.0,0.0,0.0,11.57,5.14,0.0,2.96
246.52,18.0,0.0,1.0,11.87,4.87,0.0,3.04
246.13,19.0,0.0,0.0,10.8,5.15,0.0,2.77
245.45,18.0,0.0,0.0,12.1,4.89,0.0,3.11
245.21,19.0,0.0,0.0,10.73,5.17,0.0,2.76
245.05,18.0,0.0,0.0,11.63,4.9,0.0,3.0
245.71,19.0,0.0,0.0,10.7,5.16,0.0,2.75
246.82,18.0,0.0,0.0,11.93,4.86,0.0,3.05
247.5,19.0,0.0,0.0,11.07,5.12,0.0,2.82
247.1,19.0,0.0,0.0,10.93,5.13,0.0,2.79
246.96,18.0,0.0,0.0,11.9,4.86,0.0,3.04
246.61,19.0,0.0,0.0,10.8,5.14,0.0,2.77
246.45,19.0,0.0,0.0,10.77,5.14,0.0,2.76
246.54,18.0,0.0,0.0,11.77,4.87,0.0,3.01
246.49,19.0,0.0,0.0,9.63,5.14,0.0,2.47
246.99,18.0,0.0,0.0,10.87,4.86,0.0,2.78
246.87,19.0,0.0,0.0,9.9,5.13,0.0,2.53
247.81,3.0,0.0,0.0,9.3,0.81,0.0,2.37
247.52,0.0,0.0,0.0,10.2,0.0,0.0,2.6
246.64,0.0,0.0,0.0,10.13,0.0,0.0,2.59
246.73,0.0,0.0,0.0,10.13,0.0,0.0,2.59
246.0,0.0,0.0,0.0,10.07,0.0,0.0,2.58
246.34,0.0,0.0,0.0,10.1,0.0,0.0,2.59
246.88,0.0,0.0,0.0,10.4,0.0,0.0,2.66
246.53,0.0,0.0,0.0,10.5,0.0,0.0,2.69
246.42,0.0,0.0,0.0,11.1,0.0,0.0,2.84
247.06,0.0,0.0,0.0,13.77,0.0,0.0,3.52
247.2,0.0,0.0,0.0,13.7,0.0,0.0,3.5
246.61,0.0,0.0,0.0,13.6,0.0,0.0,3.48
246.53,0.0,0.0,0.0,14.03,0.0,0.0,3.6
246.32,0.0,0.0,0.0,14.9,0.0,0.0,3.82
246.22,0.0,2.0,0.0,13.07,0.0,0.57,3.35
245.48,0.0,1.0,0.0,13.8,0.0,0.29,3.55
245.38,0.0,2.0,0.0,12.77,0.0,0.58,3.29
245.87,0.0,1.0,0.0,13.8,0.0,0.29,3.54
246.03,0.0,1.0,0.0,13.83,0.0,0.29,3.55
245.71,0.0,2.0,0.0,12.67,0.0,0.57,3.26
245.35,0.0,1.0,0.0,15.03,0.0,0.29,3.87
245.91,0.0,2.0,0.0,15.63,0.0,0.57,4.02
246.36,0.0,1.0,0.0,14.83,0.0,0.29,3.8
246.29,0.0,1.0,0.0,15.63,0.0,0.29,4.01
246.27,0.0,2.0,0.0,20.9,0.0,0.57,5.36
245.79,0.0,1.0,0.0,25.47,0.0,0.29,6.54
244.38,0.0,1.0,0.0,25.17,0.0,0.29,6.5
244.57,0.0,2.0,0.0,24.17,0.0,0.58,6.24
244.97,0.0,1.0,0.0,25.23,0.0,0.29,6.51
245.02,0.0,1.0,0.0,26.6,0.0,0.29,6.86
244.46,0.0,2.0,0.0,25.53,0.0,0.58,6.6
244.3,0.0,1.0,0.0,30.47,0.0,0.29,7.88
244.33,0.0,1.0,0.0,32.63,0.0,0.29,8.44
243.52,0.0,2.0,0.0,29.57,0.0,0.58,7.67
241.35,0.0,1.0,0.0,67.93,0.0,0.29,17.78
239.61,0.0,1.0,0.0,100.07,0.0,0.29,26.38
239.86,0.0,1.0,0.0,89.27,0.0,0.29,23.5
243.16,0.0,1.0,0.0,48.43,0.0,0.29,12.58
243.6,0.0,2.0,0.0,60.77,0.0,0.58,15.75
